Element,ProjectId,FileId,Count,ClassName,Kind,Line,PackageName,SessionId
pyspark.sql.dataframe.DataFrame.show,Sources,CLI_PythonQT_Only_Code/pyspark-arraytype.py,1,,Function,44,Sources.CLI_PythonQT_Only_Code.pyspark-arraytype,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark,Sources,CLI_PythonQT_Only_Code/pyspark-broadcast-dataframe.py,1,,Module,8,Sources.CLI_PythonQT_Only_Code.pyspark-broadcast-dataframe,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.session.SparkSession,Sources,CLI_PythonQT_Only_Code/pyspark-broadcast-dataframe.py,1,,Class,9,Sources.CLI_PythonQT_Only_Code.pyspark-broadcast-dataframe,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.session.SparkSession.builder,Sources,CLI_PythonQT_Only_Code/pyspark-broadcast-dataframe.py,1,,Variable,12,Sources.CLI_PythonQT_Only_Code.pyspark-broadcast-dataframe,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.session.SparkSession.Builder.appName,Sources,CLI_PythonQT_Only_Code/pyspark-broadcast-dataframe.py,1,,Function,12,Sources.CLI_PythonQT_Only_Code.pyspark-broadcast-dataframe,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.session.SparkSession.Builder.getOrCreate,Sources,CLI_PythonQT_Only_Code/pyspark-broadcast-dataframe.py,1,,Function,12,Sources.CLI_PythonQT_Only_Code.pyspark-broadcast-dataframe,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.context.SparkContext.broadcast,Sources,CLI_PythonQT_Only_Code/pyspark-broadcast-dataframe.py,1,,Function,15,Sources.CLI_PythonQT_Only_Code.pyspark-broadcast-dataframe,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.session.SparkSession.sparkContext,Sources,CLI_PythonQT_Only_Code/pyspark-broadcast-dataframe.py,1,,Function,15,Sources.CLI_PythonQT_Only_Code.pyspark-broadcast-dataframe,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.session.SparkSession.createDataFrame,Sources,CLI_PythonQT_Only_Code/pyspark-broadcast-dataframe.py,1,,Function,24,Sources.CLI_PythonQT_Only_Code.pyspark-broadcast-dataframe,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.dataframe.DataFrame.printSchema,Sources,CLI_PythonQT_Only_Code/pyspark-broadcast-dataframe.py,1,,Function,25,Sources.CLI_PythonQT_Only_Code.pyspark-broadcast-dataframe,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.dataframe.DataFrame.show,Sources,CLI_PythonQT_Only_Code/pyspark-broadcast-dataframe.py,1,,Function,26,Sources.CLI_PythonQT_Only_Code.pyspark-broadcast-dataframe,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.broadcast.Broadcast.value,Sources,CLI_PythonQT_Only_Code/pyspark-broadcast-dataframe.py,1,,Function,29,Sources.CLI_PythonQT_Only_Code.pyspark-broadcast-dataframe,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.rdd.RDD.map,Sources,CLI_PythonQT_Only_Code/pyspark-broadcast-dataframe.py,1,,Function,31,Sources.CLI_PythonQT_Only_Code.pyspark-broadcast-dataframe,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.rdd.RDD.toDF,Sources,CLI_PythonQT_Only_Code/pyspark-broadcast-dataframe.py,1,,Function,31,Sources.CLI_PythonQT_Only_Code.pyspark-broadcast-dataframe,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.dataframe.DataFrame.rdd,Sources,CLI_PythonQT_Only_Code/pyspark-broadcast-dataframe.py,1,,Function,31,Sources.CLI_PythonQT_Only_Code.pyspark-broadcast-dataframe,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.dataframe.DataFrame.show,Sources,CLI_PythonQT_Only_Code/pyspark-broadcast-dataframe.py,1,,Function,32,Sources.CLI_PythonQT_Only_Code.pyspark-broadcast-dataframe,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.broadcast.Broadcast.value,Sources,CLI_PythonQT_Only_Code/pyspark-broadcast-dataframe.py,1,,Function,36,Sources.CLI_PythonQT_Only_Code.pyspark-broadcast-dataframe,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.dataframe.DataFrame.where,Sources,CLI_PythonQT_Only_Code/pyspark-broadcast-dataframe.py,1,,Function,36,Sources.CLI_PythonQT_Only_Code.pyspark-broadcast-dataframe,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark,Sources,CLI_PythonQT_Only_Code/pyspark-cast-column.py,1,,Module,8,Sources.CLI_PythonQT_Only_Code.pyspark-cast-column,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.session.SparkSession,Sources,CLI_PythonQT_Only_Code/pyspark-cast-column.py,1,,Class,9,Sources.CLI_PythonQT_Only_Code.pyspark-cast-column,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.session.SparkSession.builder,Sources,CLI_PythonQT_Only_Code/pyspark-cast-column.py,1,,Variable,11,Sources.CLI_PythonQT_Only_Code.pyspark-cast-column,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.session.SparkSession.Builder.appName,Sources,CLI_PythonQT_Only_Code/pyspark-cast-column.py,1,,Function,11,Sources.CLI_PythonQT_Only_Code.pyspark-cast-column,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.session.SparkSession.Builder.getOrCreate,Sources,CLI_PythonQT_Only_Code/pyspark-cast-column.py,1,,Function,11,Sources.CLI_PythonQT_Only_Code.pyspark-cast-column,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.session.SparkSession.createDataFrame,Sources,CLI_PythonQT_Only_Code/pyspark-cast-column.py,1,,Function,19,Sources.CLI_PythonQT_Only_Code.pyspark-cast-column,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.dataframe.DataFrame.printSchema,Sources,CLI_PythonQT_Only_Code/pyspark-cast-column.py,1,,Function,20,Sources.CLI_PythonQT_Only_Code.pyspark-cast-column,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.dataframe.DataFrame.show,Sources,CLI_PythonQT_Only_Code/pyspark-cast-column.py,1,,Function,21,Sources.CLI_PythonQT_Only_Code.pyspark-cast-column,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.functions.col,Sources,CLI_PythonQT_Only_Code/pyspark-cast-column.py,1,,Function,23,Sources.CLI_PythonQT_Only_Code.pyspark-cast-column,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.types.BooleanType,Sources,CLI_PythonQT_Only_Code/pyspark-cast-column.py,1,,Class,24,Sources.CLI_PythonQT_Only_Code.pyspark-cast-column,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.types.DateType,Sources,CLI_PythonQT_Only_Code/pyspark-cast-column.py,1,,Class,24,Sources.CLI_PythonQT_Only_Code.pyspark-cast-column,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.types.StringType,Sources,CLI_PythonQT_Only_Code/pyspark-cast-column.py,1,,Class,24,Sources.CLI_PythonQT_Only_Code.pyspark-cast-column,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.column.Column.cast,Sources,CLI_PythonQT_Only_Code/pyspark-cast-column.py,1,,Function,25,Sources.CLI_PythonQT_Only_Code.pyspark-cast-column,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.dataframe.DataFrame.withColumn,Sources,CLI_PythonQT_Only_Code/pyspark-cast-column.py,1,,Function,25,Sources.CLI_PythonQT_Only_Code.pyspark-cast-column,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.functions.col,Sources,CLI_PythonQT_Only_Code/pyspark-cast-column.py,1,,Function,25,Sources.CLI_PythonQT_Only_Code.pyspark-cast-column,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.types.StringType,Sources,CLI_PythonQT_Only_Code/pyspark-cast-column.py,1,,Class,25,Sources.CLI_PythonQT_Only_Code.pyspark-cast-column,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.column.Column.cast,Sources,CLI_PythonQT_Only_Code/pyspark-cast-column.py,1,,Function,26,Sources.CLI_PythonQT_Only_Code.pyspark-cast-column,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.dataframe.DataFrame.withColumn,Sources,CLI_PythonQT_Only_Code/pyspark-cast-column.py,1,,Function,26,Sources.CLI_PythonQT_Only_Code.pyspark-cast-column,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.functions.col,Sources,CLI_PythonQT_Only_Code/pyspark-cast-column.py,1,,Function,26,Sources.CLI_PythonQT_Only_Code.pyspark-cast-column,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.types.BooleanType,Sources,CLI_PythonQT_Only_Code/pyspark-cast-column.py,1,,Class,26,Sources.CLI_PythonQT_Only_Code.pyspark-cast-column,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.column.Column.cast,Sources,CLI_PythonQT_Only_Code/pyspark-cast-column.py,1,,Function,27,Sources.CLI_PythonQT_Only_Code.pyspark-cast-column,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.dataframe.DataFrame.withColumn,Sources,CLI_PythonQT_Only_Code/pyspark-cast-column.py,1,,Function,27,Sources.CLI_PythonQT_Only_Code.pyspark-cast-column,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.functions.col,Sources,CLI_PythonQT_Only_Code/pyspark-cast-column.py,1,,Function,27,Sources.CLI_PythonQT_Only_Code.pyspark-cast-column,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.types.DateType,Sources,CLI_PythonQT_Only_Code/pyspark-cast-column.py,1,,Class,27,Sources.CLI_PythonQT_Only_Code.pyspark-cast-column,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.dataframe.DataFrame.printSchema,Sources,CLI_PythonQT_Only_Code/pyspark-cast-column.py,1,,Function,28,Sources.CLI_PythonQT_Only_Code.pyspark-cast-column,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.dataframe.DataFrame.selectExpr,Sources,CLI_PythonQT_Only_Code/pyspark-cast-column.py,1,,Function,30,Sources.CLI_PythonQT_Only_Code.pyspark-cast-column,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.dataframe.DataFrame.printSchema,Sources,CLI_PythonQT_Only_Code/pyspark-cast-column.py,1,,Function,33,Sources.CLI_PythonQT_Only_Code.pyspark-cast-column,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.dataframe.DataFrame.show,Sources,CLI_PythonQT_Only_Code/pyspark-cast-column.py,1,,Function,34,Sources.CLI_PythonQT_Only_Code.pyspark-cast-column,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.dataframe.DataFrame.createOrReplaceTempView,Sources,CLI_PythonQT_Only_Code/pyspark-cast-column.py,1,,Function,36,Sources.CLI_PythonQT_Only_Code.pyspark-cast-column,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.session.SparkSession.sql,Sources,CLI_PythonQT_Only_Code/pyspark-cast-column.py,1,,Function,37,Sources.CLI_PythonQT_Only_Code.pyspark-cast-column,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.dataframe.DataFrame.printSchema,Sources,CLI_PythonQT_Only_Code/pyspark-cast-column.py,1,,Function,38,Sources.CLI_PythonQT_Only_Code.pyspark-cast-column,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.dataframe.DataFrame.show,Sources,CLI_PythonQT_Only_Code/pyspark-cast-column.py,1,,Function,39,Sources.CLI_PythonQT_Only_Code.pyspark-cast-column,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.session.SparkSession,Sources,CLI_PythonQT_Only_Code/pyspark-change-string-double.py,1,,Class,6,Sources.CLI_PythonQT_Only_Code.pyspark-change-string-double,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.types.DoubleType,Sources,CLI_PythonQT_Only_Code/pyspark-change-string-double.py,1,,Class,7,Sources.CLI_PythonQT_Only_Code.pyspark-change-string-double,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.types.IntegerType,Sources,CLI_PythonQT_Only_Code/pyspark-change-string-double.py,1,,Class,7,Sources.CLI_PythonQT_Only_Code.pyspark-change-string-double,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.session.SparkSession.builder,Sources,CLI_PythonQT_Only_Code/pyspark-change-string-double.py,1,,Variable,9,Sources.CLI_PythonQT_Only_Code.pyspark-change-string-double,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.session.SparkSession.Builder.appName,Sources,CLI_PythonQT_Only_Code/pyspark-change-string-double.py,1,,Function,10,Sources.CLI_PythonQT_Only_Code.pyspark-change-string-double,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.session.SparkSession.Builder.getOrCreate,Sources,CLI_PythonQT_Only_Code/pyspark-change-string-double.py,1,,Function,11,Sources.CLI_PythonQT_Only_Code.pyspark-change-string-double,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.session.SparkSession.createDataFrame,Sources,CLI_PythonQT_Only_Code/pyspark-change-string-double.py,1,,Function,19,Sources.CLI_PythonQT_Only_Code.pyspark-change-string-double,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.dataframe.DataFrame.printSchema,Sources,CLI_PythonQT_Only_Code/pyspark-change-string-double.py,1,,Function,20,Sources.CLI_PythonQT_Only_Code.pyspark-change-string-double,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.dataframe.DataFrame.show,Sources,CLI_PythonQT_Only_Code/pyspark-change-string-double.py,1,,Function,21,Sources.CLI_PythonQT_Only_Code.pyspark-change-string-double,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.functions.col,Sources,CLI_PythonQT_Only_Code/pyspark-change-string-double.py,1,,Function,23,Sources.CLI_PythonQT_Only_Code.pyspark-change-string-double,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.functions.expr,Sources,CLI_PythonQT_Only_Code/pyspark-change-string-double.py,1,,Function,23,Sources.CLI_PythonQT_Only_Code.pyspark-change-string-double,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.functions.round,Sources,CLI_PythonQT_Only_Code/pyspark-change-string-double.py,1,,Function,23,Sources.CLI_PythonQT_Only_Code.pyspark-change-string-double,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.dataframe.DataFrame.printSchema,Sources,CLI_PythonQT_Only_Code/pyspark-change-string-double.py,1,,Function,24,Sources.CLI_PythonQT_Only_Code.pyspark-change-string-double,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.dataframe.DataFrame.withColumn,Sources,CLI_PythonQT_Only_Code/pyspark-change-string-double.py,1,,Function,24,Sources.CLI_PythonQT_Only_Code.pyspark-change-string-double,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.dataframe.DataFrame.printSchema,Sources,CLI_PythonQT_Only_Code/pyspark-change-string-double.py,1,,Function,25,Sources.CLI_PythonQT_Only_Code.pyspark-change-string-double,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.dataframe.DataFrame.withColumn,Sources,CLI_PythonQT_Only_Code/pyspark-change-string-double.py,1,,Function,25,Sources.CLI_PythonQT_Only_Code.pyspark-change-string-double,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.column.Column.cast,Sources,CLI_PythonQT_Only_Code/pyspark-change-string-double.py,1,,Function,26,Sources.CLI_PythonQT_Only_Code.pyspark-change-string-double,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.dataframe.DataFrame.printSchema,Sources,CLI_PythonQT_Only_Code/pyspark-change-string-double.py,1,,Function,26,Sources.CLI_PythonQT_Only_Code.pyspark-change-string-double,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.dataframe.DataFrame.withColumn,Sources,CLI_PythonQT_Only_Code/pyspark-change-string-double.py,1,,Function,26,Sources.CLI_PythonQT_Only_Code.pyspark-change-string-double,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.functions.col,Sources,CLI_PythonQT_Only_Code/pyspark-change-string-double.py,1,,Function,26,Sources.CLI_PythonQT_Only_Code.pyspark-change-string-double,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.dataframe.DataFrame.printSchema,Sources,CLI_PythonQT_Only_Code/pyspark-change-string-double.py,1,,Function,29,Sources.CLI_PythonQT_Only_Code.pyspark-change-string-double,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.dataframe.DataFrame.selectExpr,Sources,CLI_PythonQT_Only_Code/pyspark-change-string-double.py,1,,Function,29,Sources.CLI_PythonQT_Only_Code.pyspark-change-string-double,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.dataframe.DataFrame.createOrReplaceTempView,Sources,CLI_PythonQT_Only_Code/pyspark-change-string-double.py,1,,Function,31,Sources.CLI_PythonQT_Only_Code.pyspark-change-string-double,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.dataframe.DataFrame.printSchema,Sources,CLI_PythonQT_Only_Code/pyspark-change-string-double.py,1,,Function,32,Sources.CLI_PythonQT_Only_Code.pyspark-change-string-double,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.session.SparkSession.sql,Sources,CLI_PythonQT_Only_Code/pyspark-change-string-double.py,1,,Function,32,Sources.CLI_PythonQT_Only_Code.pyspark-change-string-double,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark,Sources,CLI_PythonQT_Only_Code/pyspark-collect.py,1,,Module,6,Sources.CLI_PythonQT_Only_Code.pyspark-collect,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.session.SparkSession,Sources,CLI_PythonQT_Only_Code/pyspark-collect.py,1,,Class,7,Sources.CLI_PythonQT_Only_Code.pyspark-collect,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.session.SparkSession.builder,Sources,CLI_PythonQT_Only_Code/pyspark-collect.py,1,,Variable,9,Sources.CLI_PythonQT_Only_Code.pyspark-collect,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.session.SparkSession.Builder.appName,Sources,CLI_PythonQT_Only_Code/pyspark-collect.py,1,,Function,9,Sources.CLI_PythonQT_Only_Code.pyspark-collect,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.session.SparkSession.Builder.getOrCreate,Sources,CLI_PythonQT_Only_Code/pyspark-collect.py,1,,Function,9,Sources.CLI_PythonQT_Only_Code.pyspark-collect,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.session.SparkSession.createDataFrame,Sources,CLI_PythonQT_Only_Code/pyspark-collect.py,1,,Function,17,Sources.CLI_PythonQT_Only_Code.pyspark-collect,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.dataframe.DataFrame.printSchema,Sources,CLI_PythonQT_Only_Code/pyspark-collect.py,1,,Function,18,Sources.CLI_PythonQT_Only_Code.pyspark-collect,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.dataframe.DataFrame.show,Sources,CLI_PythonQT_Only_Code/pyspark-collect.py,1,,Function,19,Sources.CLI_PythonQT_Only_Code.pyspark-collect,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.dataframe.DataFrame.collect,Sources,CLI_PythonQT_Only_Code/pyspark-collect.py,1,,Function,21,Sources.CLI_PythonQT_Only_Code.pyspark-collect,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.dataframe.DataFrame.collect,Sources,CLI_PythonQT_Only_Code/pyspark-collect.py,1,,Function,25,Sources.CLI_PythonQT_Only_Code.pyspark-collect,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.dataframe.DataFrame.select,Sources,CLI_PythonQT_Only_Code/pyspark-collect.py,1,,Function,25,Sources.CLI_PythonQT_Only_Code.pyspark-collect,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.session.SparkSession,Sources,CLI_PythonQT_Only_Code/pyspark-column-functions.py,1,,Class,6,Sources.CLI_PythonQT_Only_Code.pyspark-column-functions,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.session.SparkSession.builder,Sources,CLI_PythonQT_Only_Code/pyspark-column-functions.py,1,,Variable,7,Sources.CLI_PythonQT_Only_Code.pyspark-column-functions,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.session.SparkSession.Builder.appName,Sources,CLI_PythonQT_Only_Code/pyspark-column-functions.py,1,,Function,7,Sources.CLI_PythonQT_Only_Code.pyspark-column-functions,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.session.SparkSession.Builder.getOrCreate,Sources,CLI_PythonQT_Only_Code/pyspark-column-functions.py,1,,Function,7,Sources.CLI_PythonQT_Only_Code.pyspark-column-functions,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.session.SparkSession.createDataFrame,Sources,CLI_PythonQT_Only_Code/pyspark-column-functions.py,1,,Function,14,Sources.CLI_PythonQT_Only_Code.pyspark-column-functions,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.functions.expr,Sources,CLI_PythonQT_Only_Code/pyspark-column-functions.py,1,,Function,17,Sources.CLI_PythonQT_Only_Code.pyspark-column-functions,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.dataframe.DataFrame.select,Sources,CLI_PythonQT_Only_Code/pyspark-column-functions.py,1,,Function,18,Sources.CLI_PythonQT_Only_Code.pyspark-column-functions,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.column.Column.alias,Sources,CLI_PythonQT_Only_Code/pyspark-column-functions.py,1,,Function,20,Sources.CLI_PythonQT_Only_Code.pyspark-column-functions,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.functions.expr,Sources,CLI_PythonQT_Only_Code/pyspark-column-functions.py,1,,Function,20,Sources.CLI_PythonQT_Only_Code.pyspark-column-functions,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.dataframe.DataFrame.show,Sources,CLI_PythonQT_Only_Code/pyspark-column-functions.py,1,,Function,21,Sources.CLI_PythonQT_Only_Code.pyspark-column-functions,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.dataframe.DataFrame.show,Sources,CLI_PythonQT_Only_Code/pyspark-column-functions.py,1,,Function,24,Sources.CLI_PythonQT_Only_Code.pyspark-column-functions,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.dataframe.DataFrame.sort,Sources,CLI_PythonQT_Only_Code/pyspark-column-functions.py,1,,Function,24,Sources.CLI_PythonQT_Only_Code.pyspark-column-functions,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.dataframe.DataFrame.show,Sources,CLI_PythonQT_Only_Code/pyspark-column-functions.py,1,,Function,25,Sources.CLI_PythonQT_Only_Code.pyspark-column-functions,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.dataframe.DataFrame.sort,Sources,CLI_PythonQT_Only_Code/pyspark-column-functions.py,1,,Function,25,Sources.CLI_PythonQT_Only_Code.pyspark-column-functions,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.dataframe.DataFrame.printSchema,Sources,CLI_PythonQT_Only_Code/pyspark-column-functions.py,1,,Function,28,Sources.CLI_PythonQT_Only_Code.pyspark-column-functions,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.dataframe.DataFrame.select,Sources,CLI_PythonQT_Only_Code/pyspark-column-functions.py,1,,Function,28,Sources.CLI_PythonQT_Only_Code.pyspark-column-functions,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.dataframe.DataFrame.filter,Sources,CLI_PythonQT_Only_Code/pyspark-column-functions.py,1,,Function,31,Sources.CLI_PythonQT_Only_Code.pyspark-column-functions,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.dataframe.DataFrame.show,Sources,CLI_PythonQT_Only_Code/pyspark-column-functions.py,1,,Function,31,Sources.CLI_PythonQT_Only_Code.pyspark-column-functions,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.dataframe.DataFrame.filter,Sources,CLI_PythonQT_Only_Code/pyspark-column-functions.py,1,,Function,34,Sources.CLI_PythonQT_Only_Code.pyspark-column-functions,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.dataframe.DataFrame.show,Sources,CLI_PythonQT_Only_Code/pyspark-column-functions.py,1,,Function,34,Sources.CLI_PythonQT_Only_Code.pyspark-column-functions,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.dataframe.DataFrame.filter,Sources,CLI_PythonQT_Only_Code/pyspark-column-functions.py,1,,Function,37,Sources.CLI_PythonQT_Only_Code.pyspark-column-functions,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.dataframe.DataFrame.show,Sources,CLI_PythonQT_Only_Code/pyspark-column-functions.py,1,,Function,37,Sources.CLI_PythonQT_Only_Code.pyspark-column-functions,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.dataframe.DataFrame.filter,Sources,CLI_PythonQT_Only_Code/pyspark-column-functions.py,1,,Function,38,Sources.CLI_PythonQT_Only_Code.pyspark-column-functions,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.dataframe.DataFrame.show,Sources,CLI_PythonQT_Only_Code/pyspark-column-functions.py,1,,Function,38,Sources.CLI_PythonQT_Only_Code.pyspark-column-functions,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.dataframe.DataFrame.filter,Sources,CLI_PythonQT_Only_Code/pyspark-column-functions.py,1,,Function,43,Sources.CLI_PythonQT_Only_Code.pyspark-column-functions,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.dataframe.DataFrame.show,Sources,CLI_PythonQT_Only_Code/pyspark-column-functions.py,1,,Function,43,Sources.CLI_PythonQT_Only_Code.pyspark-column-functions,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.dataframe.DataFrame.filter,Sources,CLI_PythonQT_Only_Code/pyspark-column-functions.py,1,,Function,44,Sources.CLI_PythonQT_Only_Code.pyspark-column-functions,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.dataframe.DataFrame.show,Sources,CLI_PythonQT_Only_Code/pyspark-column-functions.py,1,,Function,44,Sources.CLI_PythonQT_Only_Code.pyspark-column-functions,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.dataframe.DataFrame.select,Sources,CLI_PythonQT_Only_Code/pyspark-column-functions.py,1,,Function,47,Sources.CLI_PythonQT_Only_Code.pyspark-column-functions,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.dataframe.DataFrame.filter,Sources,CLI_PythonQT_Only_Code/pyspark-column-functions.py,1,,Function,48,Sources.CLI_PythonQT_Only_Code.pyspark-column-functions,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.dataframe.DataFrame.select,Sources,CLI_PythonQT_Only_Code/pyspark-column-functions.py,1,,Function,53,Sources.CLI_PythonQT_Only_Code.pyspark-column-functions,e37da485-7713-4c30-bd1e-2bc6c7661012
pyspark.sql.dataframe.DataFrame.show,Sources,CLI_PythonQT_Only_Code/pyspark-column-functions.py,1,,Function,53,Sources.CLI_PythonQT_Only_Code.pyspark-column-functions,e37da485-7713-4c30-bd1e-2bc6c7661012
